"","indic_is.ind_type.unit.geo.time","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006","X2005","X2004","X2003","X2002"
"972","I_B3_12,F_Y16_19,PC_IND_ILT12,EU15","11 ","14 ","16 ","13 ","14 ","15 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"973","I_B3_12,F_Y16_19,PC_IND_ILT12,EU27","12 ","14 ","16 ","13 ","14 ","15 ","12 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"974","I_B3_12,F_Y16_19,PC_IND_ILT12,EU28","12 ","13 ","15 ","13 ","14 ","15 ","12 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"975","I_B3_12,F_Y16_19,PC_IND_ILT12,FI","16 u","30 u","29 ","20 ","26 ","26 ","25 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"976","I_B3_12,F_Y16_19,PC_IND_ILT12,FR","14 ","15 ","22 ","24 ","29 ","20 ","18 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"977","I_B3_12,F_Y16_19,PC_IND_ILT12,HR","22 u","8 u","9 u","7 ","15 ","14 u","7 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"978","I_B3_12,F_Y16_19,PC_IND_ILT12,HU","15 ","12 ","25 ","15 ","7 ","13 ","8 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"979","I_B3_12,F_Y16_19,PC_IND_ILT12,IE","4 u","21 u","14 u","7 ","21 ","17 ","9 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"980","I_B3_12,F_Y16_19,PC_IND_ILT12,IS","27 ",": ",": ","28 ","32 ","20 ","14 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"981","I_B3_12,F_Y16_19,PC_IND_ILT12,IT","15 ","12 ","13 ","9 ","8 ","6 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"982","I_B3_12,F_Y16_19,PC_IND_ILT12,LT","12 ","11 ","17 ","8 ","9 ","7 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"983","I_B3_12,F_Y16_19,PC_IND_ILT12,LU","20 ","17 ","31 ","11 ","14 ","16 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"984","I_B3_12,F_Y16_19,PC_IND_ILT12,LV","18 ","16 b","5 ","15 ","7 ","17 ","10 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"985","I_B3_12,F_Y16_19,PC_IND_ILT12,ME","23 u",": ",": ",": ",": ","0 u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"986","I_B3_12,F_Y16_19,PC_IND_ILT12,MK",": u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"987","I_B3_12,F_Y16_19,PC_IND_ILT12,MT","4 u","12 u","3 u","12 u","16 u","27 u","20 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"988","I_B3_12,F_Y16_19,PC_IND_ILT12,NL","17 ","11 ","16 ","19 ","19 ","21 ","23 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"989","I_B3_12,F_Y16_19,PC_IND_ILT12,NO","24 u","21 u","15 u","20 u","21 u","15 u","22 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"990","I_B3_12,F_Y16_19,PC_IND_ILT12,PL","16 ","17 ","15 ","16 ","18 ","17 ","13 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"991","I_B3_12,F_Y16_19,PC_IND_ILT12,PT","11 ","10 ","10 ","13 ","11 ","14 ","6 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"992","I_B3_12,F_Y16_19,PC_IND_ILT12,RO","5 ","5 ","4 ","8 b","4 ","4 ","3 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"993","I_B3_12,F_Y16_19,PC_IND_ILT12,RS","12 u",": ","7 u",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"994","I_B3_12,F_Y16_19,PC_IND_ILT12,SE","16 u","16 bu","13 u","20 u","21 u","15 u","20 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"995","I_B3_12,F_Y16_19,PC_IND_ILT12,SI","20 ","37 u","19 ","28 u","28 ","22 u","23 u",": ",": ",": ",": ",": ",": ",": ",": ",": "
"996","I_B3_12,F_Y16_19,PC_IND_ILT12,SK","18 ","19 ","17 ","20 ","19 ","22 ","15 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"997","I_B3_12,F_Y16_19,PC_IND_ILT12,TR","7 ","6 ","6 ","4 ","2 ","2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"998","I_B3_12,F_Y16_19,PC_IND_ILT12,UK","6 u","10 u",": u","8 ","8 ","16 ","11 ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"999","I_B3_12,F_Y16_24,PC_IND,AT","14 ","23 ","19 ","13 ","16 ","21 ","14 ","15 ","14 ","14 ","13 ","13 ","11 ","7 ",": ",": "
"1000","I_B3_12,F_Y16_24,PC_IND,BE","17 ","15 ","19 ","16 ","14 ","17 ","13 ","16 ","17 ","9 ","10 ","6 ","4 ",": ",": ",": "
